Sl. No.,State/UT,District,Murder with Rape/Gang Rape - Col. ( 3),Dowry Deaths (Sec. 304B IPC) - Col. ( 4),Abetment to Suicide of Women (Sec. 305/306 IPC) - Col. ( 5),Miscarriage (Sec. 313 & 314 IPC) - Col. ( 6),Acid Attack (Sec. 326A IPC) - Col. ( 7),Attempt to Acid Attack (Sec. 326B IPC) - Col. ( 8),Cruelty by Husband or his relatives (Sec. 498 A IPC) - Col. ( 9),"Kidnapping & Abduction of Women - Kidnapping & Abduction of Women (Total) (Col.11 to Col.14,Col.17 to Col.19) Col.25=Col. 28+Col.31+Col.34+Col.37+Col.40+Col.43+Col.52) - Col. ( 10)",Kidnapping & Abduction of Women - Kidnapping & Abduction (Sec. 336 IPC) - Col. ( 11),Kidnapping & Abduction of Women - Kidnapping & Abduction in order to Murder (Sec. 364 IPC) - Col. ( 12),Kidnapping & Abduction of Women - Kidnapping for Ransom (Sec. 364A IPC) - Col. ( 13),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - K&A of Women to compel her for marriage (Total) (Col.15+Col.16) - Col. ( 14),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Women (Above 18 yrs) - Col. ( 15),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Girls (Below 18 yrs) - Col. ( 16),Kidnapping & Abduction of Women - Procuration of Minor Girls (Sec. 366A IPC) - Col. ( 17),Kidnapping & Abduction of Women - Importation of Girls from Foreign Country (Sec. 366B IPC) - Col. ( 18),"Kidnapping & Abduction of Women - Kidnapping and Abduction of Women - Others (Secs.363A, 365, 367, 368, 369 IPC) - Col. ( 19)",Human Trafficking (Sec. 370 & 370A IPC) - Col. ( 20,Selling of Minor Girls (Sec. 372 IPC) - Col. ( 21),Buying of Minor Girls (Sec. 373 IPC) - Col. ( 22),Rape (Sec. 376 IPC) - Rape (Col.24+Col.25) - Col. ( 23),Rape (Sec. 376 IPC) - Women (18 Yrs. And above) - Col. ( 24),Rape (Sec. 376 IPC) - Girls (Below 18 yrs) - Col. ( 25),Attempt to Commit Rape (Sec. 376/511 IPC) - Attempt to Commit Rape (Col.27+Col.28) - Col. ( 26),Attempt to Commit Rape (Sec. 376/511 IPC) - Women (18 Yrs. And above) - Col. ( 27),Attempt to Commit Rape (Sec. 376/511 IPC) - Girls (Below 18 yrs) - Col. ( 28),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Assault on Women with Intent to Outrage her Modesty (Col.30+Col.31) - Col. ( 29),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Women (18 Yrs. And above) - Col. ( 30),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Girls (Below 18 yrs) - Col. ( 31),Insult to the Modesty of Women (Sec. 509 IPC) - Insult to the Modesty of Women (Col.33+Col.34) - Col. ( 32),Insult to the Modesty of Women (Sec. 509 IPC) - Women (18 Yrs. And above) - Col. ( 33),Insult to the Modesty of Women (Sec. 509 IPC) - Girls (Below 18 yrs) - Col. ( 34),"Dowry Prohibition Act, 1961 - Col. ( 35)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Immoral Traffic (Prevention) Act, 1956 (Total) (Col. 37 to Col.41) - Col. ( 36)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Procuring, inducing Children for the sake of prostitution (Section 5) - Col. ( 37)",Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Detaining a person in premises where prostitution is carried on (Section 6) - Col. ( 38),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Prostitution in or in the vicinity of public places (Section 7) - Col. ( 39),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Seducing or soliciting for purpose of prostitution (Section 8) - Col. ( 40),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Other Sections under ITP Act - Col. ( 41),Protection of Women from Domestic Violence Act - Col. ( 42),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Cyber Crimes/Information Technology Act (Women Centric Crimes only) (Col.44+Col.45) - Col. ( 43),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Publishing or Transmitting of Sexually Explicit Material (Sec. 67A/67B (Girls) IT Act) - Col. ( 44),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Other Women Centric Cyber Crimes (Ex. Blackmailing/ Defamation/Morphing/ Fake Profile) - Col. ( 45),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Protection of Children from Sexual Violence Act (Girl Child Victims only) (Total) (Col.47 to Col.52) - Col. ( 46),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Child Rape (Sec. 4 & 6 of POCSO Act) / Sec. 376 IPC) - Col. ( 47),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Assault of Children (Sec. 8 & 10 of POCSO Act) / Sec. 354 IPC) - Col. ( 48),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Harassment (Sec. 12 of POCSO Act) / Sec. 509 IPC) - Col. ( 49),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Use of Child for Pornography/Storing Child Pornography Material (Sec. 14 & 15 of POCSO Act) - Col. ( 50),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act (Sections 17 to 22) / Other offences of POCSO Act - Col. ( 51),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act r/w Section 377 IPC / Unnatural Offences - Col. ( 52),"Indecent Representation of Women (Prohibition) Act, 1986 - Col. ( 53)",Total Crime against Women (IPC+SLL) - Col. ( 54)
52,Uttar Pradesh,Mainpuri,1,43,11,5,0,0,189,233,42,0,0,191,53,138,0,0,0,0,0,0,23,23,0,2,2,0,105,105,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,77,17,60,0,0,0,0,0,691
53,Uttar Pradesh,Mathura,17,34,0,0,0,0,373,396,0,0,0,396,356,40,0,0,0,0,0,0,87,87,0,0,0,0,354,354,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,173,55,115,3,0,0,0,0,1436
54,Uttar Pradesh,Mau,0,8,0,0,0,0,20,142,99,0,0,43,43,0,0,0,0,0,0,0,46,46,0,0,0,0,83,83,0,0,0,0,293,0,0,0,0,0,0,0,7,7,0,107,61,43,3,0,0,0,0,706
55,Uttar Pradesh,Meerut,18,28,0,25,0,0,613,472,300,0,0,172,172,0,0,0,0,0,0,0,103,103,0,67,67,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,68,74,4,0,0,0,0,1597
56,Uttar Pradesh,Mirzapur,0,26,4,0,0,0,106,54,0,0,0,54,15,39,0,0,0,0,0,0,19,19,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,64,39,25,0,0,0,0,0,310
57,Uttar Pradesh,Moradabad,0,23,0,0,0,0,399,65,0,0,0,65,65,0,0,0,0,0,0,0,23,20,3,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,75,72,1,0,0,0,0,766
58,Uttar Pradesh,Muzaffarnagar,1,23,0,0,0,0,314,49,0,0,0,49,27,22,0,0,0,0,0,0,64,25,39,11,11,0,34,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,44,21,1,0,0,0,0,562
59,Uttar Pradesh,Pilibhit,0,28,4,6,0,0,353,467,50,0,0,417,213,204,0,0,0,1,0,0,155,155,0,2,2,0,169,169,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,86,34,48,1,0,3,0,0,1278
60,Uttar Pradesh,Pratapgarh,0,20,0,0,0,0,536,221,0,0,1,220,0,220,0,0,0,0,0,0,74,74,0,0,0,0,164,164,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,126,54,71,1,0,0,0,0,1147
61,Uttar Pradesh,Raibareilly,0,13,0,0,0,0,138,292,90,0,0,202,0,202,0,0,0,0,0,0,30,30,0,0,0,0,69,69,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,115,42,73,0,0,0,0,0,662
62,Uttar Pradesh,Rampur,0,25,6,0,0,0,14,173,0,0,0,173,103,70,0,0,0,0,0,0,109,109,0,4,4,0,80,80,0,0,0,0,445,0,0,0,0,0,0,2,7,7,0,60,28,31,0,0,1,0,0,925
63,Uttar Pradesh,Saharanpur,0,25,0,0,0,0,376,232,142,0,0,90,90,0,0,0,0,0,0,0,29,29,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,111,75,32,3,0,1,0,0,883
64,Uttar Pradesh,Sambhal,0,40,2,2,2,0,229,128,22,1,0,104,67,37,0,0,1,1,0,0,87,87,0,6,6,0,113,113,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,116,52,54,2,0,8,0,0,749
65,Uttar Pradesh,Sant Kabirnagar,1,9,4,0,0,0,69,101,0,0,0,101,5,96,0,0,0,0,0,0,42,23,19,0,0,0,127,77,50,0,0,0,0,0,0,0,0,0,0,0,10,10,0,71,21,49,1,0,0,0,0,434
66,Uttar Pradesh,Shahjahanpur,0,55,0,0,1,0,303,104,69,0,0,35,35,0,0,0,0,0,0,0,29,29,0,0,0,0,130,130,0,0,0,0,13,0,0,0,0,0,0,0,35,35,0,89,33,55,0,0,1,0,0,759
67,Uttar Pradesh,Shamli,0,5,0,0,0,0,252,33,0,0,0,33,33,0,0,0,0,0,0,0,34,34,0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,106,42,62,0,0,2,0,0,582
68,Uttar Pradesh,Shrawasti,0,27,8,3,0,0,7,105,0,0,0,105,30,75,0,0,0,1,0,0,41,41,0,0,0,0,50,50,0,0,0,0,149,0,0,0,0,0,0,0,1,1,0,40,10,30,0,0,0,0,0,432
69,Uttar Pradesh,Sidharthnagar,0,21,3,0,0,0,13,58,0,0,0,58,8,50,0,0,0,0,0,0,42,22,20,0,0,0,110,110,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,165,20,56,3,0,86,0,0,531
70,Uttar Pradesh,Sitapur,0,48,0,0,0,0,293,511,241,0,0,270,0,270,0,0,0,0,0,0,14,14,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,2,0,0,0,0,971
71,Uttar Pradesh,Sonbhadra,0,23,0,0,0,0,79,50,50,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,51,51,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,122,81,38,2,1,0,0,0,466
72,Uttar Pradesh,Bhadohi,0,15,2,0,0,0,8,120,50,0,0,70,29,41,0,0,0,0,0,0,9,9,0,0,0,0,49,39,10,3,3,0,77,0,0,0,0,0,0,0,1,1,0,25,15,10,0,0,0,0,0,309
73,Uttar Pradesh,Sultanpur,0,20,6,0,0,0,34,473,105,0,0,368,159,209,0,0,0,0,0,0,51,51,0,5,5,0,146,146,0,0,0,0,222,0,0,0,0,0,0,0,4,0,4,80,26,54,0,0,0,0,0,1041
74,Uttar Pradesh,Unnao,1,30,5,0,0,0,217,303,82,9,0,202,188,14,0,0,10,0,0,0,31,31,0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,141,41,99,0,0,1,0,0,883
75,Uttar Pradesh,Varanasi Commissionarate,0,25,9,2,0,0,485,208,80,0,0,128,128,0,0,0,0,0,0,0,61,61,0,1,1,0,112,112,0,1,1,0,3,0,0,0,0,0,0,0,16,16,0,88,43,41,4,0,0,0,0,1011
76,Uttar Pradesh,Lucknow Grameen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Uttar Pradesh,Kanpur Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Uttar Pradesh,Vasanasi Dehat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Districts,Total Districts,Total Districts,62,2138,417,95,23,1,20371,14887,5222,29,2,9598,5753,3845,0,0,36,10,0,0,3690,3232,458,198,181,17,10548,9549,999,55,54,1,4807,23,6,0,2,0,15,3,457,450,7,7955,3344,4359,87,2,159,4,3,65743
1,Uttarakhand,Almora,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,16,16,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,0,0,0,0,0,54
2,Uttarakhand,Bageshwar,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,26
3,Uttarakhand,Chamoli,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,19,0,0,0,4,4,0,1,1,0,8,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,4,4,5,0,0,0,0,61
4,Uttarakhand,Champawat,0,1,0,0,0,0,4,8,2,0,0,0,0,0,0,0,6,0,0,0,7,7,0,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,3,0,0,0,0,0,0,37
5,Uttarakhand,Dehradun,0,8,13,4,0,0,362,201,0,0,0,0,0,0,0,0,201,1,0,0,184,184,0,13,13,0,153,153,0,9,9,0,7,3,0,3,0,0,0,0,75,0,75,172,108,57,3,4,0,0,0,1205
6,Uttarakhand,Haridwar,0,20,0,0,1,0,201,155,77,0,0,0,0,0,0,0,78,1,0,0,229,229,0,0,0,0,156,156,0,6,6,0,0,4,4,0,0,0,0,0,12,0,12,203,143,60,0,0,0,0,0,988
7,Uttarakhand,Nainital,0,9,7,2,0,0,78,142,15,0,0,12,4,8,0,0,115,0,0,0,103,103,0,0,0,0,123,81,42,0,0,0,0,0,0,0,0,0,0,0,3,0,3,115,73,42,0,0,0,0,0,582
8,Uttarakhand,Pauri Garhwal,0,1,2,0,0,0,23,23,4,0,0,2,1,1,0,0,17,0,0,0,20,20,0,0,0,0,27,27,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0,130
9,Uttarakhand,Pithoragarh,0,3,1,1,0,0,6,36,0,0,0,0,0,0,0,0,36,0,0,0,17,17,0,0,0,0,32,32,0,1,1,0,1,0,0,0,0,0,0,0,9,8,1,19,14,2,0,3,0,0,0,126
10,Uttarakhand,Rudra Prayag,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11,Uttarakhand,Tehri Garhwal,0,3,1,0,0,0,12,8,0,0,0,0,0,0,0,0,8,0,0,0,15,15,0,2,2,0,11,11,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,9,9,0,0,0,0,0,0,68
12,Uttarakhand,Udhamsingh Nagar,0,24,0,0,0,0,246,80,15,0,1,0,0,0,0,0,64,0,0,0,247,247,0,0,0,0,154,154,0,0,0,0,0,1,1,0,0,0,0,0,11,11,0,230,230,0,0,0,0,0,0,993
13,Uttarakhand,Uttarkashi,0,0,0,0,0,0,4,13,5,0,0,0,0,0,0,0,8,0,0,0,13,13,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,49
14,Uttarakhand,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
15,Uttarakhand,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Districts,Total Districts,Total Districts,1,70,24,7,1,0,954,696,124,0,1,14,5,9,0,0,557,2,0,0,867,867,0,18,18,0,699,657,42,16,16,0,38,8,5,3,0,0,0,0,114,21,93,822,637,170,8,7,0,0,0,4337
1,West Bengal,Alipurduar,2,10,15,0,0,0,313,122,119,0,0,1,1,0,0,0,2,0,1,0,32,32,0,21,21,0,40,40,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,84,54,25,5,0,0,0,0,642
2,West Bengal,Asansol-Durgapur PC,0,15,17,0,0,0,257,50,46,0,0,3,2,1,0,0,1,0,0,0,19,19,0,5,5,0,23,23,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,57,23,27,6,1,0,0,0,447
3,West Bengal,Bankura,0,18,10,0,1,0,294,94,8,0,0,11,0,11,0,0,75,0,0,0,17,17,0,14,14,0,67,67,0,37,37,0,0,0,0,0,0,0,0,0,2,2,0,45,31,10,4,0,0,0,0,599
4,West Bengal,Barrackpur PC,0,13,17,1,3,0,1352,201,50,1,8,3,1,2,3,0,136,3,0,0,17,17,0,12,12,0,622,622,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,69,26,32,4,2,5,0,0,2344
5,West Bengal,Bidhannagar PC,0,6,4,0,0,2,351,60,52,0,0,5,0,5,0,0,3,0,0,0,13,13,0,4,4,0,72,72,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,41,18,16,7,0,0,0,0,557
6,West Bengal,Birbhum,0,8,16,0,3,1,371,79,76,0,0,2,0,2,0,0,1,0,0,0,28,28,0,17,17,0,39,39,0,4,4,0,0,1,0,0,0,0,1,0,0,0,0,59,37,17,4,1,0,0,0,626
7,West Bengal,Coochbehar,0,19,18,9,0,0,582,370,12,1,1,10,6,4,3,1,342,0,0,0,56,56,0,58,58,0,45,45,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,113,60,40,11,2,0,0,0,1276
8,West Bengal,Dakshin Dinajpur,0,11,11,2,0,0,163,193,80,0,0,0,0,0,0,0,113,0,0,0,21,21,0,16,16,0,20,20,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35,26,4,4,0,1,0,0,474
9,West Bengal,Darjeeling,0,0,3,0,0,0,141,81,81,0,0,0,0,0,0,0,0,2,0,0,8,8,0,4,4,0,81,81,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,47,32,13,0,0,2,0,0,371
10,West Bengal,Hooghly Rural Police,1,22,25,0,0,0,588,130,125,0,0,3,3,0,0,0,2,0,0,0,23,23,0,9,9,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,46,31,0,0,0,0,0,895
11,West Bengal,Howrah GRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,6
12,West Bengal,Howrah PC,0,8,16,0,0,0,563,70,67,0,0,0,0,0,0,0,3,1,0,0,11,11,0,12,12,0,39,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87,41,33,13,0,0,0,0,808
13,West Bengal,Howrah Rural,0,10,11,0,1,0,471,159,152,0,0,1,1,0,0,0,6,2,0,0,12,12,0,12,12,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,49,21,10,0,0,0,0,772
14,West Bengal,Jalpaiguri,0,19,3,0,0,0,291,147,53,0,0,1,1,0,0,0,93,1,0,0,28,28,0,21,21,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,81,13,6,2,0,0,0,635
15,West Bengal,Jhargram,0,3,2,0,0,0,96,84,46,0,0,35,4,31,0,0,3,1,0,0,6,6,0,9,9,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,2,0,0,0,0,248
16,West Bengal,Kharagpur GRP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
17,West Bengal,Kolkata,0,4,16,0,2,1,860,304,278,0,0,11,4,7,15,0,0,2,0,0,11,11,0,0,0,0,241,241,0,250,250,0,0,8,0,0,0,0,8,0,3,1,2,188,113,50,22,0,3,0,0,1890
18,West Bengal,Malda,0,11,37,0,3,0,707,368,361,0,0,0,0,0,0,0,7,0,0,0,187,187,0,97,97,0,113,113,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,268,177,73,18,0,0,0,0,1793
19,West Bengal,Murshidabad Police District,1,15,26,0,5,0,1394,434,424,0,1,6,4,2,0,0,3,0,0,0,108,108,0,98,98,0,89,89,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,172,105,39,27,0,1,0,1,2345
20,West Bengal,Paschim Medinipur,0,12,8,0,0,0,569,302,5,0,0,0,0,0,0,0,297,0,0,0,29,29,0,11,11,0,144,144,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,77,13,46,15,2,1,0,0,1156
21,West Bengal,Purab Medinipur,1,25,13,2,2,0,847,655,345,1,3,271,52,219,1,0,34,2,0,0,45,45,0,32,32,0,51,51,0,4,4,0,0,2,0,0,0,0,2,0,1,1,0,78,59,10,7,1,1,0,0,1760
22,West Bengal,Purulia,0,8,5,0,0,1,220,30,29,0,0,1,1,0,0,0,0,0,0,0,10,10,0,7,7,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,4,3,0,0,0,0,354
23,West Bengal,Sealdah GRP,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
24,West Bengal,Siliguri GRP,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11
25,West Bengal,Siliguri PC,0,3,0,0,0,0,503,208,207,0,0,0,0,0,1,0,0,0,0,0,11,11,0,13,13,0,83,83,0,19,19,0,0,10,0,0,0,0,10,0,0,0,0,67,42,11,14,0,0,0,0,917
26,West Bengal,Baruipur Police,0,15,14,0,1,0,1339,414,377,0,0,3,1,2,0,0,34,7,1,0,68,68,0,42,42,0,33,33,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,167,116,40,11,0,0,0,0,2103
27,West Bengal,Chandannagar PC,0,6,5,0,1,0,500,40,35,0,0,1,0,1,0,0,4,0,0,0,9,9,0,7,7,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,16,4,0,0,0,0,632
28,West Bengal,Diamond Harbour Police,0,15,4,0,0,0,692,96,78,0,1,12,2,10,0,0,5,0,0,0,15,15,0,1,1,0,38,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,61,33,19,8,0,1,0,0,923
29,West Bengal,Kalimpong,0,0,0,0,0,0,17,10,10,0,0,0,0,0,0,0,0,1,0,0,4,4,0,2,2,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,1,0,0,0,0,70
30,West Bengal,Purba Bardhaman,0,13,37,0,3,0,1074,351,308,0,0,21,2,19,0,0,22,0,0,0,31,31,0,45,45,0,134,134,0,6,6,0,0,2,0,0,0,0,2,0,1,1,0,110,63,41,6,0,0,0,0,1807
31,West Bengal,Sundarban Police,0,5,10,1,1,0,794,209,23,0,0,6,0,6,0,0,180,3,0,0,28,28,0,12,12,0,61,61,0,8,8,0,0,2,0,0,0,0,2,0,1,1,0,99,71,24,4,0,0,0,0,1234
32,West Bengal,Barasat,0,12,23,0,1,0,754,146,123,1,0,18,7,11,0,0,4,1,0,0,29,29,0,21,21,0,52,52,0,8,8,0,0,0,0,0,0,0,0,0,2,2,0,84,50,22,12,0,0,0,0,1133
33,West Bengal,Basirhat,0,17,0,0,0,0,597,413,380,0,5,3,3,0,0,0,25,2,0,0,50,50,0,22,22,0,18,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,64,32,19,12,1,0,0,2,1187
34,West Bengal,Bangaon,0,13,4,0,1,0,609,121,109,1,0,1,1,0,1,0,9,0,0,0,35,35,0,18,18,0,80,80,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,35,25,4,6,0,0,0,0,920
35,West Bengal,Islampur,0,9,6,1,0,0,152,68,23,0,0,0,0,0,0,0,45,0,0,0,22,22,0,12,12,0,8,7,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0,27,24,2,0,0,1,0,0,308
36,West Bengal,Jangipur Police District,0,10,0,0,0,0,608,92,39,0,0,0,0,0,0,0,53,0,0,0,10,10,0,13,13,0,14,14,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,37,28,6,3,0,0,0,0,786
37,West Bengal,Krishnagar,0,14,12,0,2,2,682,172,6,0,0,39,14,25,2,0,125,0,0,0,72,72,0,84,84,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,16,3,0,0,0,0,1125
38,West Bengal,Raiganj,0,14,14,1,0,0,192,121,35,0,0,0,0,0,0,0,86,1,0,0,27,27,0,30,30,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,9,1,0,2,0,0,463
39,West Bengal,Ranaghat,0,21,1,0,1,0,707,196,14,1,0,17,4,13,0,0,164,0,0,0,19,19,0,44,44,0,36,36,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,67,47,13,7,0,0,0,0,1094
Total Districts,Total Districts,Total Districts,5,406,410,17,31,7,19650,6596,4179,6,19,485,114,371,26,1,1880,31,2,0,1111,1111,0,826,826,0,2477,2475,2,400,400,0,0,40,0,0,0,0,40,0,12,9,3,2714,1670,752,262,12,18,0,3,34738
1,Andaman and Nicobar Islands,South Andaman,1,0,1,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,27,27,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,61,43,11,4,3,0,0,0,118
2,Andaman and Nicobar Islands,North & Middle Andaman,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7,0,0,0,0,0,28
3,Andaman and Nicobar Islands,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,26,1,0,0,0,0,0,32
Total Districts,Total Districts,Total Districts,1,0,4,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,0,0,12,12,0,1,1,0,32,32,0,5,5,0,0,0,0,0,0,0,0,0,3,3,0,107,81,19,4,3,0,0,0,178
1,Chandigarh,Chandigarh,0,1,4,0,0,0,83,112,96,0,0,16,0,16,0,0,0,0,0,0,78,30,48,1,1,0,42,32,10,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,325
Total Districts,Total Districts,Total Districts,0,1,4,0,0,0,83,112,96,0,0,16,0,16,0,0,0,0,0,0,78,30,48,1,1,0,42,32,10,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,325
1,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,8,8,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,45,37,7,1,0,0,0,0,71
