State,Crime_Head,Year,Persons_Arrested
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,3
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,3
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,4840
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,2159
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,9113
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,4
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,2981
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,1172
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,29853
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,625
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,18387
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,12
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,18
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,14
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,6
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,878
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,0
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2010,9
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,26
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,5
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,15
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,19
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,5
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,11
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2010,0
ANDHRA PRADESH,IMMORAL TRAFFIC (P) ACT,2010,1332
ARUNACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2010,0
ASSAM,IMMORAL TRAFFIC (P) ACT,2010,49
BIHAR,IMMORAL TRAFFIC (P) ACT,2010,52
CHHATTISGARH,IMMORAL TRAFFIC (P) ACT,2010,51
GOA,IMMORAL TRAFFIC (P) ACT,2010,44
GUJARAT,IMMORAL TRAFFIC (P) ACT,2010,157
HARYANA,IMMORAL TRAFFIC (P) ACT,2010,226
HIMACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2010,11
JAMMU & KASHMIR,IMMORAL TRAFFIC (P) ACT,2010,0
JHARKHAND,IMMORAL TRAFFIC (P) ACT,2010,23
KARNATAKA,IMMORAL TRAFFIC (P) ACT,2010,934
KERALA,IMMORAL TRAFFIC (P) ACT,2010,576
MADHYA PRADESH,IMMORAL TRAFFIC (P) ACT,2010,91
MAHARASHTRA,IMMORAL TRAFFIC (P) ACT,2010,1007
MANIPUR,IMMORAL TRAFFIC (P) ACT,2010,0
MEGHALAYA,IMMORAL TRAFFIC (P) ACT,2010,12
MIZORAM,IMMORAL TRAFFIC (P) ACT,2010,0
NAGALAND,IMMORAL TRAFFIC (P) ACT,2010,15
ODISHA,IMMORAL TRAFFIC (P) ACT,2010,97
PUNJAB,IMMORAL TRAFFIC (P) ACT,2010,288
RAJASTHAN,IMMORAL TRAFFIC (P) ACT,2010,299
SIKKIM,IMMORAL TRAFFIC (P) ACT,2010,5
TAMIL NADU,IMMORAL TRAFFIC (P) ACT,2010,921
TRIPURA,IMMORAL TRAFFIC (P) ACT,2010,1
UTTAR PRADESH,IMMORAL TRAFFIC (P) ACT,2010,119
UTTARAKHAND,IMMORAL TRAFFIC (P) ACT,2010,27
WEST BENGAL,IMMORAL TRAFFIC (P) ACT,2010,227
A & N ISLANDS,IMMORAL TRAFFIC (P) ACT,2010,15
CHANDIGARH,IMMORAL TRAFFIC (P) ACT,2010,13
D & N HAVELI,IMMORAL TRAFFIC (P) ACT,2010,8
DAMAN & DIU,IMMORAL TRAFFIC (P) ACT,2010,42
DELHI,IMMORAL TRAFFIC (P) ACT,2010,96
LAKSHADWEEP,IMMORAL TRAFFIC (P) ACT,2010,0
PUDUCHERRY,IMMORAL TRAFFIC (P) ACT,2010,37
ANDHRA PRADESH,DOWRY PROHIBITION ACT,2010,1615
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,2010,0
ASSAM,DOWRY PROHIBITION ACT,2010,105
BIHAR,DOWRY PROHIBITION ACT,2010,2473
CHHATTISGARH,DOWRY PROHIBITION ACT,2010,13
GOA,DOWRY PROHIBITION ACT,2010,0
GUJARAT,DOWRY PROHIBITION ACT,2010,12
HARYANA,DOWRY PROHIBITION ACT,2010,19
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,2010,0
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,2010,2
JHARKHAND,DOWRY PROHIBITION ACT,2010,1108
KARNATAKA,DOWRY PROHIBITION ACT,2010,2154
KERALA,DOWRY PROHIBITION ACT,2010,7
MADHYA PRADESH,DOWRY PROHIBITION ACT,2010,152
MAHARASHTRA,DOWRY PROHIBITION ACT,2010,120
MANIPUR,DOWRY PROHIBITION ACT,2010,0
MEGHALAYA,DOWRY PROHIBITION ACT,2010,0
MIZORAM,DOWRY PROHIBITION ACT,2010,0
NAGALAND,DOWRY PROHIBITION ACT,2010,0
ODISHA,DOWRY PROHIBITION ACT,2010,3279
PUNJAB,DOWRY PROHIBITION ACT,2010,3
RAJASTHAN,DOWRY PROHIBITION ACT,2010,0
SIKKIM,DOWRY PROHIBITION ACT,2010,0
TAMIL NADU,DOWRY PROHIBITION ACT,2010,422
TRIPURA,DOWRY PROHIBITION ACT,2010,1
UTTAR PRADESH,DOWRY PROHIBITION ACT,2010,418
UTTARAKHAND,DOWRY PROHIBITION ACT,2010,0
WEST BENGAL,DOWRY PROHIBITION ACT,2010,142
A & N ISLANDS,DOWRY PROHIBITION ACT,2010,0
CHANDIGARH,DOWRY PROHIBITION ACT,2010,0
D & N HAVELI,DOWRY PROHIBITION ACT,2010,0
DAMAN & DIU,DOWRY PROHIBITION ACT,2010,0
DELHI,DOWRY PROHIBITION ACT,2010,6
LAKSHADWEEP,DOWRY PROHIBITION ACT,2010,0
PUDUCHERRY,DOWRY PROHIBITION ACT,2010,29
ANDHRA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,804
ARUNACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
ASSAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
BIHAR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
CHHATTISGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,1
GOA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
GUJARAT,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
HARYANA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
HIMACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
JAMMU & KASHMIR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
JHARKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,20
KARNATAKA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
KERALA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,45
MADHYA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
MAHARASHTRA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
MANIPUR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
MEGHALAYA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
MIZORAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
NAGALAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
ODISHA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
PUNJAB,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
RAJASTHAN,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,63
SIKKIM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
TAMIL NADU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,18
TRIPURA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
UTTAR PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,3
UTTARAKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
WEST BENGAL,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,3
A & N ISLANDS,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
CHANDIGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
D & N HAVELI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
DAMAN & DIU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
DELHI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
LAKSHADWEEP,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,1
PUDUCHERRY,INDECENT REPRESENTATION OF WOMEN (P) ACT,2010,0
ANDHRA PRADESH,COMMISSION OF SATI (P) ACT,2010,0
ARUNACHAL PRADESH,COMMISSION OF SATI (P) ACT,2010,0
ASSAM,COMMISSION OF SATI (P) ACT,2010,0
BIHAR,COMMISSION OF SATI (P) ACT,2010,0
CHHATTISGARH,COMMISSION OF SATI (P) ACT,2010,0
GOA,COMMISSION OF SATI (P) ACT,2010,0
GUJARAT,COMMISSION OF SATI (P) ACT,2010,0
HARYANA,COMMISSION OF SATI (P) ACT,2010,0
HIMACHAL PRADESH,COMMISSION OF SATI (P) ACT,2010,0
JAMMU & KASHMIR,COMMISSION OF SATI (P) ACT,2010,0
JHARKHAND,COMMISSION OF SATI (P) ACT,2010,0
KARNATAKA,COMMISSION OF SATI (P) ACT,2010,0
KERALA,COMMISSION OF SATI (P) ACT,2010,0
MADHYA PRADESH,COMMISSION OF SATI (P) ACT,2010,0
MAHARASHTRA,COMMISSION OF SATI (P) ACT,2010,0
MANIPUR,COMMISSION OF SATI (P) ACT,2010,0
MEGHALAYA,COMMISSION OF SATI (P) ACT,2010,0
MIZORAM,COMMISSION OF SATI (P) ACT,2010,0
NAGALAND,COMMISSION OF SATI (P) ACT,2010,0
ODISHA,COMMISSION OF SATI (P) ACT,2010,0
PUNJAB,COMMISSION OF SATI (P) ACT,2010,0
RAJASTHAN,COMMISSION OF SATI (P) ACT,2010,0
SIKKIM,COMMISSION OF SATI (P) ACT,2010,0
TAMIL NADU,COMMISSION OF SATI (P) ACT,2010,0
TRIPURA,COMMISSION OF SATI (P) ACT,2010,0
UTTAR PRADESH,COMMISSION OF SATI (P) ACT,2010,0
UTTARAKHAND,COMMISSION OF SATI (P) ACT,2010,0
WEST BENGAL,COMMISSION OF SATI (P) ACT,2010,0
A & N ISLANDS,COMMISSION OF SATI (P) ACT,2010,0
CHANDIGARH,COMMISSION OF SATI (P) ACT,2010,0
D & N HAVELI,COMMISSION OF SATI (P) ACT,2010,0
DAMAN & DIU,COMMISSION OF SATI (P) ACT,2010,0
DELHI,COMMISSION OF SATI (P) ACT,2010,0
LAKSHADWEEP,COMMISSION OF SATI (P) ACT,2010,0
PUDUCHERRY,COMMISSION OF SATI (P) ACT,2010,0
ANDHRA PRADESH,RAPE,2011,1758
ARUNACHAL PRADESH,RAPE,2011,47
ASSAM,RAPE,2011,1470
BIHAR,RAPE,2011,1185
CHHATTISGARH,RAPE,2011,1257
GOA,RAPE,2011,34
GUJARAT,RAPE,2011,621
HARYANA,RAPE,2011,801
HIMACHAL PRADESH,RAPE,2011,187
JAMMU & KASHMIR,RAPE,2011,349
JHARKHAND,RAPE,2011,758
KARNATAKA,RAPE,2011,837
KERALA,RAPE,2011,1226
MADHYA PRADESH,RAPE,2011,4593
MAHARASHTRA,RAPE,2011,2533
MANIPUR,RAPE,2011,24
MEGHALAYA,RAPE,2011,128
MIZORAM,RAPE,2011,74
NAGALAND,RAPE,2011,27
ODISHA,RAPE,2011,1224
PUNJAB,RAPE,2011,598
RAJASTHAN,RAPE,2011,1642
SIKKIM,RAPE,2011,25
TAMIL NADU,RAPE,2011,837
TRIPURA,RAPE,2011,258
UTTAR PRADESH,RAPE,2011,3571
UTTARAKHAND,RAPE,2011,149
WEST BENGAL,RAPE,2011,1870
A & N ISLANDS,RAPE,2011,28
CHANDIGARH,RAPE,2011,27
D & N HAVELI,RAPE,2011,4
DAMAN & DIU,RAPE,2011,0
DELHI,RAPE,2011,707
LAKSHADWEEP,RAPE,2011,0
PUDUCHERRY,RAPE,2011,29
ANDHRA PRADESH,KIDNAPPING AND ABDUCTION,2011,1698
ARUNACHAL PRADESH,KIDNAPPING AND ABDUCTION,2011,67
ASSAM,KIDNAPPING AND ABDUCTION,2011,2838
BIHAR,KIDNAPPING AND ABDUCTION,2011,3565
CHHATTISGARH,KIDNAPPING AND ABDUCTION,2011,372
GOA,KIDNAPPING AND ABDUCTION,2011,16
GUJARAT,KIDNAPPING AND ABDUCTION,2011,1888
HARYANA,KIDNAPPING AND ABDUCTION,2011,548
HIMACHAL PRADESH,KIDNAPPING AND ABDUCTION,2011,134
JAMMU & KASHMIR,KIDNAPPING AND ABDUCTION,2011,894
JHARKHAND,KIDNAPPING AND ABDUCTION,2011,901
KARNATAKA,KIDNAPPING AND ABDUCTION,2011,703
KERALA,KIDNAPPING AND ABDUCTION,2011,230
MADHYA PRADESH,KIDNAPPING AND ABDUCTION,2011,1473
MAHARASHTRA,KIDNAPPING AND ABDUCTION,2011,1954
MANIPUR,KIDNAPPING AND ABDUCTION,2011,94
MEGHALAYA,KIDNAPPING AND ABDUCTION,2011,18
MIZORAM,KIDNAPPING AND ABDUCTION,2011,0
NAGALAND,KIDNAPPING AND ABDUCTION,2011,3
ODISHA,KIDNAPPING AND ABDUCTION,2011,1107
PUNJAB,KIDNAPPING AND ABDUCTION,2011,589
RAJASTHAN,KIDNAPPING AND ABDUCTION,2011,1461
SIKKIM,KIDNAPPING AND ABDUCTION,2011,6
TAMIL NADU,KIDNAPPING AND ABDUCTION,2011,1778
TRIPURA,KIDNAPPING AND ABDUCTION,2011,113
UTTAR PRADESH,KIDNAPPING AND ABDUCTION,2011,19299
UTTARAKHAND,KIDNAPPING AND ABDUCTION,2011,295
WEST BENGAL,KIDNAPPING AND ABDUCTION,2011,2748
A & N ISLANDS,KIDNAPPING AND ABDUCTION,2011,14
CHANDIGARH,KIDNAPPING AND ABDUCTION,2011,33
D & N HAVELI,KIDNAPPING AND ABDUCTION,2011,3
DAMAN & DIU,KIDNAPPING AND ABDUCTION,2011,8
DELHI,KIDNAPPING AND ABDUCTION,2011,503
LAKSHADWEEP,KIDNAPPING AND ABDUCTION,2011,0
PUDUCHERRY,KIDNAPPING AND ABDUCTION,2011,10
ANDHRA PRADESH,DOWRY DEATHS,2011,1400
ARUNACHAL PRADESH,DOWRY DEATHS,2011,0
ASSAM,DOWRY DEATHS,2011,146
BIHAR,DOWRY DEATHS,2011,3900
CHHATTISGARH,DOWRY DEATHS,2011,287
GOA,DOWRY DEATHS,2011,2
GUJARAT,DOWRY DEATHS,2011,62
HARYANA,DOWRY DEATHS,2011,457
HIMACHAL PRADESH,DOWRY DEATHS,2011,8
JAMMU & KASHMIR,DOWRY DEATHS,2011,12
JHARKHAND,DOWRY DEATHS,2011,536
KARNATAKA,DOWRY DEATHS,2011,642
KERALA,DOWRY DEATHS,2011,25
MADHYA PRADESH,DOWRY DEATHS,2011,2144
MAHARASHTRA,DOWRY DEATHS,2011,1261
MANIPUR,DOWRY DEATHS,2011,5
MEGHALAYA,DOWRY DEATHS,2011,3
MIZORAM,DOWRY DEATHS,2011,0
NAGALAND,DOWRY DEATHS,2011,0
ODISHA,DOWRY DEATHS,2011,858
PUNJAB,DOWRY DEATHS,2011,364
RAJASTHAN,DOWRY DEATHS,2011,673
SIKKIM,DOWRY DEATHS,2011,0
TAMIL NADU,DOWRY DEATHS,2011,336
TRIPURA,DOWRY DEATHS,2011,57
UTTAR PRADESH,DOWRY DEATHS,2011,9795
UTTARAKHAND,DOWRY DEATHS,2011,233
WEST BENGAL,DOWRY DEATHS,2011,1118
A & N ISLANDS,DOWRY DEATHS,2011,0
CHANDIGARH,DOWRY DEATHS,2011,3
D & N HAVELI,DOWRY DEATHS,2011,0
DAMAN & DIU,DOWRY DEATHS,2011,0
DELHI,DOWRY DEATHS,2011,246
LAKSHADWEEP,DOWRY DEATHS,2011,0
PUDUCHERRY,DOWRY DEATHS,2011,5
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,4554
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,69
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1794
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1036
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1948
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,28
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1051
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,534
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,373
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2759
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,340
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,3381
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,4257
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,7904
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,4704
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,24
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,58
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,63
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,12
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,4541
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,402
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2740
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,17
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2092
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,455
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,5252
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,153
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2243
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,15
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,24
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,0
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,865
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,0
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,77
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN,2011,4122
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2011,0
ASSAM,INSULT TO THE MODESTY OF WOMEN,2011,26
BIHAR,INSULT TO THE MODESTY OF WOMEN,2011,9
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN,2011,250
GOA,INSULT TO THE MODESTY OF WOMEN,2011,16
GUJARAT,INSULT TO THE MODESTY OF WOMEN,2011,168
HARYANA,INSULT TO THE MODESTY OF WOMEN,2011,564
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2011,56
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN,2011,458
JHARKHAND,INSULT TO THE MODESTY OF WOMEN,2011,16
KARNATAKA,INSULT TO THE MODESTY OF WOMEN,2011,44
KERALA,INSULT TO THE MODESTY OF WOMEN,2011,598
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN,2011,850
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN,2011,1300
MANIPUR,INSULT TO THE MODESTY OF WOMEN,2011,1
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN,2011,0
MIZORAM,INSULT TO THE MODESTY OF WOMEN,2011,0
NAGALAND,INSULT TO THE MODESTY OF WOMEN,2011,0
ODISHA,INSULT TO THE MODESTY OF WOMEN,2011,313
PUNJAB,INSULT TO THE MODESTY OF WOMEN,2011,34
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN,2011,13
SIKKIM,INSULT TO THE MODESTY OF WOMEN,2011,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN,2011,490
TRIPURA,INSULT TO THE MODESTY OF WOMEN,2011,9
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN,2011,3
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN,2011,111
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN,2011,225
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN,2011,7
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN,2011,11
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN,2011,1
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN,2011,0
DELHI,INSULT TO THE MODESTY OF WOMEN,2011,165
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN,2011,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN,2011,20
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,20719
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,16
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,4894
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,5134
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,2200
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,21
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,18141
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,3533
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,507
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,617
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,1346
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,6801
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,7305
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,10313
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,26325
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,22
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,34
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,7
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,1
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,3739
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,2229
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,9791
