State,Crime_Head,Year,Persons_Arrested
JAMMU & KASHMIR,RAPE,2002,203
JHARKHAND,RAPE,2002,873
KARNATAKA,RAPE,2002,357
KERALA,RAPE,2002,600
MADHYA PRADESH,RAPE,2002,3926
MAHARASHTRA,RAPE,2002,1871
MANIPUR,RAPE,2002,18
MEGHALAYA,RAPE,2002,45
MIZORAM,RAPE,2002,83
NAGALAND,RAPE,2002,20
ODISHA,RAPE,2002,820
PUNJAB,RAPE,2002,538
RAJASTHAN,RAPE,2002,937
SIKKIM,RAPE,2002,2
TAMIL NADU,RAPE,2002,695
TRIPURA,RAPE,2002,141
UTTAR PRADESH,RAPE,2002,2050
UTTARAKHAND,RAPE,2002,142
WEST BENGAL,RAPE,2002,1279
A & N ISLANDS,RAPE,2002,6
CHANDIGARH,RAPE,2002,28
D & N HAVELI,RAPE,2002,3
DAMAN & DIU,RAPE,2002,0
DELHI,RAPE,2002,546
LAKSHADWEEP,RAPE,2002,2
PUDUCHERRY,RAPE,2002,8
ANDHRA PRADESH,KIDNAPPING AND ABDUCTION,2002,962
ARUNACHAL PRADESH,KIDNAPPING AND ABDUCTION,2002,57
ASSAM,KIDNAPPING AND ABDUCTION,2002,1967
BIHAR,KIDNAPPING AND ABDUCTION,2002,1154
CHHATTISGARH,KIDNAPPING AND ABDUCTION,2002,178
GOA,KIDNAPPING AND ABDUCTION,2002,9
GUJARAT,KIDNAPPING AND ABDUCTION,2002,1007
HARYANA,KIDNAPPING AND ABDUCTION,2002,328
HIMACHAL PRADESH,KIDNAPPING AND ABDUCTION,2002,96
JAMMU & KASHMIR,KIDNAPPING AND ABDUCTION,2002,563
JHARKHAND,KIDNAPPING AND ABDUCTION,2002,152
KARNATAKA,KIDNAPPING AND ABDUCTION,2002,336
KERALA,KIDNAPPING AND ABDUCTION,2002,92
MADHYA PRADESH,KIDNAPPING AND ABDUCTION,2002,1126
MAHARASHTRA,KIDNAPPING AND ABDUCTION,2002,977
MANIPUR,KIDNAPPING AND ABDUCTION,2002,62
MEGHALAYA,KIDNAPPING AND ABDUCTION,2002,21
MIZORAM,KIDNAPPING AND ABDUCTION,2002,3
NAGALAND,KIDNAPPING AND ABDUCTION,2002,4
ODISHA,KIDNAPPING AND ABDUCTION,2002,534
PUNJAB,KIDNAPPING AND ABDUCTION,2002,348
RAJASTHAN,KIDNAPPING AND ABDUCTION,2002,1103
SIKKIM,KIDNAPPING AND ABDUCTION,2002,2
TAMIL NADU,KIDNAPPING AND ABDUCTION,2002,847
TRIPURA,KIDNAPPING AND ABDUCTION,2002,60
UTTAR PRADESH,KIDNAPPING AND ABDUCTION,2002,3829
UTTARAKHAND,KIDNAPPING AND ABDUCTION,2002,244
WEST BENGAL,KIDNAPPING AND ABDUCTION,2002,1781
A & N ISLANDS,KIDNAPPING AND ABDUCTION,2002,1
CHANDIGARH,KIDNAPPING AND ABDUCTION,2002,37
D & N HAVELI,KIDNAPPING AND ABDUCTION,2002,6
DAMAN & DIU,KIDNAPPING AND ABDUCTION,2002,0
DELHI,KIDNAPPING AND ABDUCTION,2002,325
LAKSHADWEEP,KIDNAPPING AND ABDUCTION,2002,0
PUDUCHERRY,KIDNAPPING AND ABDUCTION,2002,10
ANDHRA PRADESH,DOWRY DEATHS,2002,1058
ARUNACHAL PRADESH,DOWRY DEATHS,2002,0
ASSAM,DOWRY DEATHS,2002,127
BIHAR,DOWRY DEATHS,2002,2538
CHHATTISGARH,DOWRY DEATHS,2002,217
GOA,DOWRY DEATHS,2002,2
GUJARAT,DOWRY DEATHS,2002,174
HARYANA,DOWRY DEATHS,2002,635
HIMACHAL PRADESH,DOWRY DEATHS,2002,13
JAMMU & KASHMIR,DOWRY DEATHS,2002,27
JHARKHAND,DOWRY DEATHS,2002,632
KARNATAKA,DOWRY DEATHS,2002,571
KERALA,DOWRY DEATHS,2002,44
MADHYA PRADESH,DOWRY DEATHS,2002,1822
MAHARASHTRA,DOWRY DEATHS,2002,1222
MANIPUR,DOWRY DEATHS,2002,0
MEGHALAYA,DOWRY DEATHS,2002,0
MIZORAM,DOWRY DEATHS,2002,0
NAGALAND,DOWRY DEATHS,2002,0
ODISHA,DOWRY DEATHS,2002,602
PUNJAB,DOWRY DEATHS,2002,495
RAJASTHAN,DOWRY DEATHS,2002,582
SIKKIM,DOWRY DEATHS,2002,0
TAMIL NADU,DOWRY DEATHS,2002,572
TRIPURA,DOWRY DEATHS,2002,13
UTTAR PRADESH,DOWRY DEATHS,2002,5673
UTTARAKHAND,DOWRY DEATHS,2002,187
WEST BENGAL,DOWRY DEATHS,2002,784
A & N ISLANDS,DOWRY DEATHS,2002,0
CHANDIGARH,DOWRY DEATHS,2002,0
D & N HAVELI,DOWRY DEATHS,2002,0
DAMAN & DIU,DOWRY DEATHS,2002,0
DELHI,DOWRY DEATHS,2002,345
LAKSHADWEEP,DOWRY DEATHS,2002,0
PUDUCHERRY,DOWRY DEATHS,2002,11
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,4055
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,80
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1372
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,997
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1728
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,24
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1015
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,603
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,419
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1377
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,433
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2366
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2568
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,8760
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,3260
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,41
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,14
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,55
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2316
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,425
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2967
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,17
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2847
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,95
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2944
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,234
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1377
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,17
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,39
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,2
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,0
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,634
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,1
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,78
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN,2002,2433
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2002,4
ASSAM,INSULT TO THE MODESTY OF WOMEN,2002,7
BIHAR,INSULT TO THE MODESTY OF WOMEN,2002,16
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN,2002,177
GOA,INSULT TO THE MODESTY OF WOMEN,2002,8
GUJARAT,INSULT TO THE MODESTY OF WOMEN,2002,142
HARYANA,INSULT TO THE MODESTY OF WOMEN,2002,1612
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2002,16
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN,2002,458
JHARKHAND,INSULT TO THE MODESTY OF WOMEN,2002,3
KARNATAKA,INSULT TO THE MODESTY OF WOMEN,2002,83
KERALA,INSULT TO THE MODESTY OF WOMEN,2002,113
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN,2002,1110
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN,2002,972
MANIPUR,INSULT TO THE MODESTY OF WOMEN,2002,0
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN,2002,0
MIZORAM,INSULT TO THE MODESTY OF WOMEN,2002,1
NAGALAND,INSULT TO THE MODESTY OF WOMEN,2002,0
ODISHA,INSULT TO THE MODESTY OF WOMEN,2002,244
PUNJAB,INSULT TO THE MODESTY OF WOMEN,2002,185
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN,2002,62
SIKKIM,INSULT TO THE MODESTY OF WOMEN,2002,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN,2002,1857
TRIPURA,INSULT TO THE MODESTY OF WOMEN,2002,0
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN,2002,2771
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN,2002,135
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN,2002,49
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN,2002,3
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN,2002,31
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN,2002,0
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN,2002,0
DELHI,INSULT TO THE MODESTY OF WOMEN,2002,171
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN,2002,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN,2002,35
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,12134
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,5
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,2108
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,4278
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,1519
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,11
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,9413
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,3159
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,485
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,113
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,1125
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,3219
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,5028
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,8497
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,20255
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,11
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,0
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,3
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,0
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,2076
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,2514
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,7312
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,3
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,1797
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,249
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,17126
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,802
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,8792
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,3
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,51
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,8
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,4
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,844
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,0
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2002,12
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,63
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,33
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,1
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,2
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,2
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2002,0
ANDHRA PRADESH,IMMORAL TRAFFIC (P) ACT,2002,1598
ARUNACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2002,0
ASSAM,IMMORAL TRAFFIC (P) ACT,2002,63
BIHAR,IMMORAL TRAFFIC (P) ACT,2002,27
CHHATTISGARH,IMMORAL TRAFFIC (P) ACT,2002,30
GOA,IMMORAL TRAFFIC (P) ACT,2002,69
GUJARAT,IMMORAL TRAFFIC (P) ACT,2002,426
HARYANA,IMMORAL TRAFFIC (P) ACT,2002,181
HIMACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2002,2
JAMMU & KASHMIR,IMMORAL TRAFFIC (P) ACT,2002,20
JHARKHAND,IMMORAL TRAFFIC (P) ACT,2002,7
KARNATAKA,IMMORAL TRAFFIC (P) ACT,2002,2441
KERALA,IMMORAL TRAFFIC (P) ACT,2002,476
MADHYA PRADESH,IMMORAL TRAFFIC (P) ACT,2002,79
MAHARASHTRA,IMMORAL TRAFFIC (P) ACT,2002,1438
MANIPUR,IMMORAL TRAFFIC (P) ACT,2002,29
MEGHALAYA,IMMORAL TRAFFIC (P) ACT,2002,0
MIZORAM,IMMORAL TRAFFIC (P) ACT,2002,9
NAGALAND,IMMORAL TRAFFIC (P) ACT,2002,24
ODISHA,IMMORAL TRAFFIC (P) ACT,2002,109
PUNJAB,IMMORAL TRAFFIC (P) ACT,2002,209
RAJASTHAN,IMMORAL TRAFFIC (P) ACT,2002,281
SIKKIM,IMMORAL TRAFFIC (P) ACT,2002,0
TAMIL NADU,IMMORAL TRAFFIC (P) ACT,2002,3911
TRIPURA,IMMORAL TRAFFIC (P) ACT,2002,0
UTTAR PRADESH,IMMORAL TRAFFIC (P) ACT,2002,236
UTTARAKHAND,IMMORAL TRAFFIC (P) ACT,2002,0
WEST BENGAL,IMMORAL TRAFFIC (P) ACT,2002,88
A & N ISLANDS,IMMORAL TRAFFIC (P) ACT,2002,0
CHANDIGARH,IMMORAL TRAFFIC (P) ACT,2002,9
D & N HAVELI,IMMORAL TRAFFIC (P) ACT,2002,0
DAMAN & DIU,IMMORAL TRAFFIC (P) ACT,2002,10
DELHI,IMMORAL TRAFFIC (P) ACT,2002,201
LAKSHADWEEP,IMMORAL TRAFFIC (P) ACT,2002,0
PUDUCHERRY,IMMORAL TRAFFIC (P) ACT,2002,83
ANDHRA PRADESH,DOWRY PROHIBITION ACT,2002,700
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,2002,0
ASSAM,DOWRY PROHIBITION ACT,2002,98
BIHAR,DOWRY PROHIBITION ACT,2002,2630
CHHATTISGARH,DOWRY PROHIBITION ACT,2002,44
GOA,DOWRY PROHIBITION ACT,2002,0
GUJARAT,DOWRY PROHIBITION ACT,2002,0
HARYANA,DOWRY PROHIBITION ACT,2002,2
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,2002,10
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,2002,3
JHARKHAND,DOWRY PROHIBITION ACT,2002,507
KARNATAKA,DOWRY PROHIBITION ACT,2002,674
KERALA,DOWRY PROHIBITION ACT,2002,3
MADHYA PRADESH,DOWRY PROHIBITION ACT,2002,68
MAHARASHTRA,DOWRY PROHIBITION ACT,2002,56
MANIPUR,DOWRY PROHIBITION ACT,2002,0
MEGHALAYA,DOWRY PROHIBITION ACT,2002,0
MIZORAM,DOWRY PROHIBITION ACT,2002,0
NAGALAND,DOWRY PROHIBITION ACT,2002,0
ODISHA,DOWRY PROHIBITION ACT,2002,712
PUNJAB,DOWRY PROHIBITION ACT,2002,0
RAJASTHAN,DOWRY PROHIBITION ACT,2002,4
SIKKIM,DOWRY PROHIBITION ACT,2002,0
TAMIL NADU,DOWRY PROHIBITION ACT,2002,221
TRIPURA,DOWRY PROHIBITION ACT,2002,0
UTTAR PRADESH,DOWRY PROHIBITION ACT,2002,913
UTTARAKHAND,DOWRY PROHIBITION ACT,2002,4
WEST BENGAL,DOWRY PROHIBITION ACT,2002,8
A & N ISLANDS,DOWRY PROHIBITION ACT,2002,0
CHANDIGARH,DOWRY PROHIBITION ACT,2002,0
D & N HAVELI,DOWRY PROHIBITION ACT,2002,0
DAMAN & DIU,DOWRY PROHIBITION ACT,2002,0
DELHI,DOWRY PROHIBITION ACT,2002,13
LAKSHADWEEP,DOWRY PROHIBITION ACT,2002,0
PUDUCHERRY,DOWRY PROHIBITION ACT,2002,9
ANDHRA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,2347
ARUNACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
ASSAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,3
BIHAR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,2
CHHATTISGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
GOA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
GUJARAT,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,8
HARYANA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
HIMACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
JAMMU & KASHMIR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
JHARKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
KARNATAKA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
KERALA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,44
MADHYA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
MAHARASHTRA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,55
MANIPUR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
MEGHALAYA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
MIZORAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
NAGALAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
ODISHA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
PUNJAB,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,10
RAJASTHAN,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,47
SIKKIM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
TAMIL NADU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,9
TRIPURA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
UTTAR PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
UTTARAKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
WEST BENGAL,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
A & N ISLANDS,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
CHANDIGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,1
D & N HAVELI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
DAMAN & DIU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
DELHI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,1
LAKSHADWEEP,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
PUDUCHERRY,INDECENT REPRESENTATION OF WOMEN (P) ACT,2002,0
ANDHRA PRADESH,COMMISSION OF SATI (P) ACT,2002,0
ARUNACHAL PRADESH,COMMISSION OF SATI (P) ACT,2002,0
ASSAM,COMMISSION OF SATI (P) ACT,2002,0
BIHAR,COMMISSION OF SATI (P) ACT,2002,0
CHHATTISGARH,COMMISSION OF SATI (P) ACT,2002,0
GOA,COMMISSION OF SATI (P) ACT,2002,0
GUJARAT,COMMISSION OF SATI (P) ACT,2002,0
HARYANA,COMMISSION OF SATI (P) ACT,2002,0
HIMACHAL PRADESH,COMMISSION OF SATI (P) ACT,2002,0
JAMMU & KASHMIR,COMMISSION OF SATI (P) ACT,2002,0
JHARKHAND,COMMISSION OF SATI (P) ACT,2002,0
KARNATAKA,COMMISSION OF SATI (P) ACT,2002,0
KERALA,COMMISSION OF SATI (P) ACT,2002,0
MADHYA PRADESH,COMMISSION OF SATI (P) ACT,2002,0
MAHARASHTRA,COMMISSION OF SATI (P) ACT,2002,0
MANIPUR,COMMISSION OF SATI (P) ACT,2002,0
MEGHALAYA,COMMISSION OF SATI (P) ACT,2002,0
MIZORAM,COMMISSION OF SATI (P) ACT,2002,0
NAGALAND,COMMISSION OF SATI (P) ACT,2002,0
ODISHA,COMMISSION OF SATI (P) ACT,2002,0
PUNJAB,COMMISSION OF SATI (P) ACT,2002,0
RAJASTHAN,COMMISSION OF SATI (P) ACT,2002,0
SIKKIM,COMMISSION OF SATI (P) ACT,2002,0
TAMIL NADU,COMMISSION OF SATI (P) ACT,2002,0
TRIPURA,COMMISSION OF SATI (P) ACT,2002,0
UTTAR PRADESH,COMMISSION OF SATI (P) ACT,2002,0
UTTARAKHAND,COMMISSION OF SATI (P) ACT,2002,0
WEST BENGAL,COMMISSION OF SATI (P) ACT,2002,0
A & N ISLANDS,COMMISSION OF SATI (P) ACT,2002,0
CHANDIGARH,COMMISSION OF SATI (P) ACT,2002,0
D & N HAVELI,COMMISSION OF SATI (P) ACT,2002,0
DAMAN & DIU,COMMISSION OF SATI (P) ACT,2002,0
DELHI,COMMISSION OF SATI (P) ACT,2002,0
LAKSHADWEEP,COMMISSION OF SATI (P) ACT,2002,0
PUDUCHERRY,COMMISSION OF SATI (P) ACT,2002,0
ANDHRA PRADESH,RAPE,2003,1237
ARUNACHAL PRADESH,RAPE,2003,35
ASSAM,RAPE,2003,1188
BIHAR,RAPE,2003,1120
CHHATTISGARH,RAPE,2003,1020
GOA,RAPE,2003,36
GUJARAT,RAPE,2003,356
HARYANA,RAPE,2003,523
HIMACHAL PRADESH,RAPE,2003,146
JAMMU & KASHMIR,RAPE,2003,266
JHARKHAND,RAPE,2003,759
KARNATAKA,RAPE,2003,410
KERALA,RAPE,2003,517
MADHYA PRADESH,RAPE,2003,3694
MAHARASHTRA,RAPE,2003,1856
MANIPUR,RAPE,2003,19
MEGHALAYA,RAPE,2003,50
MIZORAM,RAPE,2003,70
NAGALAND,RAPE,2003,14
ODISHA,RAPE,2003,839
PUNJAB,RAPE,2003,574
RAJASTHAN,RAPE,2003,928
SIKKIM,RAPE,2003,7
